property_id,summary,locality,postal,address,region,country,price,sale_type,property_type,sub_property_type,number_of_bedrooms,living_area,kitchen,attic,basement,furnished,open_fire,terrace,terrace_area,terrace_orientation,garden,garden_area,garden_orientation,number_of_facades,construction_year,swimming_pool,state_of_building,epc,kwh
10000563,"Instapklare koppelvilla met 4 slaapkamers te koop, sereen genesteld in een rustige paadje te Duinbergen.

Indeling van de koppelvilla;
Inkomhal met vestiaire en gastentoilet. Een perfect georiënteerde woonruimte met een directe verbinding naar de aangelegde tuin met terras gericht op het zuidwesten. Het woongedeelte is voorzien van een gashaard. Naast de eetkamer is een aparte keuken, met praktische berging. Op de eerste verdieping zijn er vier slaapkamers en twee badkamers. De hoofdslaapkamer is voorzien van inbouwkasten. De badkamer heeft een ligbad en wastafel, de doucheruimte heeft een ruime inloopdouche en wastafel. Apart toilet in de nachthal.

De zolder kan worden gebruikt als een multifunctionele kamer, mediaruimte, kantoor aan huis, enz.
Het huis heeft een kelder, een aparte wasruimte en een grote parkeerplaats voor ongeveer twee auto's.

Deze karakteristieke, instapklare halfvrijstaande villa in Duinberg ligt op loopafstand van het strand, het Willemspark en het Stubbenpark.

Dit is een kans voor degenen die dromen van een charmant huis aan de kust.

 

Renovation obligation: unknown",Knokke,8300,Kinderpad,Flanders,Belgium,,FOR_SALE,HOUSE,VILLA,4,220,,,True,,False,True,,,,,,,2006,,GOOD,0,150
10000565,"Gerenoveerd appartement met 2 slaapkamers te koop, gelegen in het commerciële centrum en op wandelafstand van de zee.

Indeling van het appartement:
Inkomhal met gastentoilet. Zuidgerichte leefruimte met gezellige zithoek, eetplaats en luxueuze open keuken. Hoofdslaapkamer met ingemaakte kasten. Gastenkamer. Aparte badkamer met dubbele wastafel en inloopdouche. Praktische berging op de hall.

Het pand geniet van een sublieme ligging op de charmante Dumortierlaan.

Renovation obligation: unknown",Knokke,8300,Dumortierlaan,Flanders,Belgium,,FOR_SALE,APARTMENT,APARTMENT,2,77,,,True,,False,,,,,,,,1980,,AS_NEW,0,129
10000566,"Nieuwbouw woning met drie slaapkamers te koop, uiterst centraal gelegen in het Oude Knokke.

Indeling van de gesloten nieuwbouw woning:
Inkomhal met vestiaire en gastentoilet. Gastenkamer met dressing en ensuite badkamer (ligbad, toilet en dubbele wastafel). Tweede gastenkamer met ensuite douchekamer (douche en wastafel). Praktische berging. Zuidgerichte tuin met terras.
De eerste verdieping huisvest het leefgedeelte van de woning, bestaande uit een open keuken met bijkeuken, eetruimte en lichtrijke zitruimte. Apart toilet op de hal. De gehele tweede verdieping behoort toe aan de master suite. Deze omvat een impressionante dressing, sublieme badkamer (losstaand bad, toilet, dubbele wastafel en inloopdouche) en het slaapvertrek. 

De woning is voorzien van een aparte garage, dewelke via de tuin bereikbaar is.

Inzage in de bouwplannen is mogelijk op onze kantoren. 

Renovation obligation: unknown",Knokke,8300,Graaf Jansdijk,Flanders,Belgium,,FOR_SALE,HOUSE,HOUSE,3,194,,,,,False,True,,,,,,,,,AS_NEW,0,0
10000567,"Zonovergoten hoekappartement met subliem zicht over Park58 te koop, genesteld op enkele stappen van de Zeedijk en het bruisende Albertstrand.

Indeling van het ruim appartement gelegen op de gelijkvloerse verdieping:
Grote inkom met vestiaire en gastentoilet. Zeer lichtrijke woonkamer met eetplaats. Volledig geïnstalleerde keuken. Het appartement biedt twee volwaardige slaapkamers dewelke ruimte bieden voor een dubbel bed en voorzien zijn van ingemaakte kasten. Gemeenschappelijke badkamer met wastafel, bad en toilet. 

Privatieve kelder en gemeenschappelijke fietsenberging in de residentie.

Het goed onderhouden appartement met tal van potentieel (uitbreiding met een derde slaapkamer en/of extra douche!) geniet van een perfecte zuidwest oriëntatie dewelke u tevens ook een prachtig open zicht biedt over het groene Park58.

Een bezoek ter plaatse is warm aanbevolen!

Renovation obligation: unknown",Knokke,8300,Elizabetlaan,Flanders,Belgium,,FOR_SALE,APARTMENT,APARTMENT,2,89,,,True,,False,,,,,,,,1968,,TO_RENOVATE,0,374
10000573,"Lichtrijk appartement met zijdelings zeezicht te koop, gelegen in een rustige zijstraat van de Zeedijk te Duinbergen.

Indeling van het gerenoveerd appartement:
Inkom met vestiaire en gastentoilet. Grote leefruimte met toegang tot een westgericht terras met zeezichten. Open keuken. Ruime berging met aansluiting voor wasmachine / droogkast. Het pand het drie slaapkamers (met ingemaakte kasten) en 2 badkamers. De master bedroom heeft een private badkamer bestaande uit een ligbad, 2 wastafels en toilet, de twee gastenkamers delen een douchekamer met 2 wastafels en inloopdouche. Tweede terras achteraan, te bereiken via de slaapkamers. Privatieve kelder en gemeenschappelijke fietsberging. Mogelijkheid tot aankoop van garagebox in directe omgeving.

Contacteer ons snel voor een bezoek!

Renovation obligation: unknown",Knokke,8300,Manitobaplein,Flanders,Belgium,,FOR_SALE,APARTMENT,APARTMENT,3,125,,,True,,False,True,,,,,,,1967,,AS_NEW,0,103
10000578,"Aangenaam appartement met subliem frontaal zeezicht te koop, gelegen op de Zeedijk te Duinbergen.

Indeling van het goed onderhouden appartement:
Inkomhal met vestiaire. Ruime leefruimte bestaande uit een zithoek en eetkamer. Deze lichtrijke leefruimte biedt prachtige open (zee)zichten en geeft toegang tot het terras. Aparte keuken. Hoofdslaapkamer met ensuite badkamer. Twee gastenkamers (een biedt ruimte voor een dubbel bed, de andere voor een stapelbed) dewelke een badkamer delen. Alle slaapvertrekken bieden toegang tot een tweede terras dewelke perfect georiënteerd  is.
Privatieve kelder in de residentie.

De residentie James Ensor geniet van een sublieme ligging op de Zeedijk te Duinbergen, tussen het Stübbenpark en het Directeur-Generaal Wilemspark. 

Renovation obligation: unknown",Knokke,8300,Zeedijk-Duinbergen,Flanders,Belgium,,FOR_SALE,APARTMENT,APARTMENT,3,92,,,True,,False,,,,,,,,1974,,,0,107
10000585,"Tuinappartement gelegen op enkele passen van de winkels van de Lippenslaan, het station, de tramhalte, het strand, de golf,...Indeling: leefruimte met salon en uitgeruste keuken uitgevend op het terras en tuintje, slaapkamer met badkamer. Inclusief  kelder en 2 fietshaken. Mogelijkheid om beroep te doen op diensten zoals medische bijstand, poetsdienst, wasdienst, maaltijden, kapsalon, fitness... Heel mooie gemeenschappelijke delen met een huislijk gevoel. Mogelijkheid tot aankopen van een staanplaats in de residentie. 

Renovation obligation: unknown",Knokke,8300,Sportlaan,Flanders,Belgium,355000,FOR_SALE,APARTMENT,APARTMENT,1,56,"{'surface': None, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None}",,True,,False,True,17,,,,,2,2018,,GOOD,50,108
10000633,"OPTIE! OPTIE!Vlakbij hartje Wemmel en het landelijke Hamme. Te voet of met de fiets ben je zo aan de gezellige markt van Wemmel met veel winkels, gezellige restaurantjes, scholen, supermarkten en cultureel centrum de Zandloper. Als je in Brussel, Antwerpen of Gent werkt zit je hier gebeiteld, je bent zo op de Ring en A12. De ruime parking vooraan met zicht op de mooi aangelegde tuin leiden je naar de inkom en zo naar de luxueuze keuken met als extra troef het ingebouwd koffieapparaat Miele. De  leefruimte kan verdeeld  worden door een glazen elektrische wand en deze achterliggende ruimte ideaal maakt als luxebureau, thuiskantoor of mediakamer.  Het prachtig aangelegd buitenterras met stijlvolle lounge is de ideale plek om te relaxen na een drukke dag. Op de verdieping zijn er 3 ruime slaapkamers , een badkamer met bad, een dressing en een zolderkamer boven de ruime garage. Op het dak bevinden zich zonnepanelen en het EPC heeft een score van 210/Label C. Verwarmingsinstallatie op aardgas, dubbele beglazing en parlefoon.
DOE EEN BOD! Meubels kunnen overgenomen worden. Beschikbaar eind Maart/April 2023. 
Maak snel een afspraak om deze woning te bezoeken! IMMO CLICKING 02/608 17 10 of Ann 0493/56 51 81.

Renovation obligation: unknown",Wemmel,1780,Steenweg op Merchtem,Flanders,Belgium,,FOR_SALE,HOUSE,HOUSE,3,154,"{'surface': 12, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None}",True,,,False,True,70,,True,648,SOUTH_WEST,,1977,,,0,210
10000637,"IN COMPROMIS Instapklare eengezinswoning met mogelijkheid tot uitbating van een Bed&Breakfast (thans uitgebaat als 4 sterren B&B), gelegen in het gezellige Beigem (Grimbergen), Indeling: inkomhal, apart toilet, ruime leefruimte met mooie lichtinval, eetplaats en aparte eethoek + veranda, geïnstalleerde keuken, berging en extra leefruimte, alsook garage nu ingericht als een leuke studio met 2 slaapkamers en 1 badkamer. Op de eerste verdieping bevinden zich 4 kamers waarvan 2 met geïntegreerde luxe doucheruimte en 1 aparte badkamer met douche. Deze woning heeft nog een kleine kelder en een leuke tuin met tuinberging. In elke ruimte is kabeltv verbinding aanwezig. Aangesloten op riolering alsook sceptische put. De woning heeft een top ligging in het groen, kort bij winkels, scholen, de Ring en een makkelijke verbinding naar Antwerpen en Brussel. Indien u wil uitbaten als B&B (2 kamers) dient u het attest echter zelf aan te vragen/verlengen.  EPC: label F. Elektriciteit: niet conform doch minieme bemerkingen;Absoluut een bezoekje waard! DOE ZEKER EEN BOD. Neem snel een afspraak voor een bezoek met IMMO CLICKING via Margot (0493/56.65.01) of via margot@immoclicking.be. 
https://www.hln.be/grimbergen/benb-abbey-inclusief-woonhuis-staat-te-koop-ik-hoop-dat-iemand-mijn-droom-verder-zet~a8cffdcd/

Renovation obligation: unknown",Beigem,1852,Meerstraat,Flanders,Belgium,,FOR_SALE,HOUSE,HOUSE,6,180,"{'surface': 24, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None}",True,True,,False,True,,,,,,,1966,,AS_NEW,0,904
10000768,"Welkom te Balegem (Oosterzele), waar we in een doodlopende straat deze zeer ruime gezinswoning terugvinden!

De woning is zeer landelijk gelegen en heeft op het gelijkvloers een afzonderlijke eet- /zitruimte met aansluitend een gezellige uitgeruste keuken.

De woning heeft ook 3 volwaardige slaapkamers en een badkamer met dubbele lavabo.

De mooie, ruime tuin en de veranda zijn de extra troeven van deze woning.

Bel vandaag nog voor een afspraak op 053/21.21.21

EXTRA: De vermelde prijs is een richtprijs/startprijs. Deze methode geeft jou, als potentiële koper, de kans om op een transparante manier te bieden.
Na ontvangst van deze biedingen zal de verkoper beslissen of hij/zij de eigendom verkoop aan het hoogste bod, de richtprijs is aldus niet bindend voor de verkoper.

Voor meer info kunt u altijd contact met ons opnemen.

Renovation obligation: unknown",Balegem,9860,Waterrad,Flanders,Belgium,,FOR_SALE,HOUSE,MIXED_USE_BUILDING,3,232,,,,,False,True,,,,,,,,,GOOD,0,916
10001033,-,Esneux,4130,Rue de Limoges,Wallonie,Belgium,,FOR_SALE,LAND,LAND,,,,,,,False,,,,,,,,,,,,
10001235,"In the Molignée valley, Honesty invites you to discover this imposing castel surrounded by a high wall, all in stone with a fully equiped kitchen, 7 bedrooms, 2 bathrooms, double glazing, oil-fired central heating.
You will be seduced by its imposing volumes, its south-facing terrace overlooking a magnificent park with remarkable trees. The property has a non adjoining building of 125m² fully fitted out. A visit without delay, a real coup de coeur guaranteed.
Contact us on 084/45.64.58.
Do you need a valuation of your house or flat before considering a purchase? Our estimates are free, honest and without obligation! We are at your disposal from Monday to Saturday from 9 am to 7 pm.",Anhée Denée,5537,Rue de la Tilette,Wallonie,Belgium,,FOR_SALE,HOUSE,EXCEPTIONAL_PROPERTY,7,450,"{'surface': 24, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None}",True,True,,False,True,38,SOUTH,True,10000,,4,1900,False,GOOD,,471
10001236,Contact us for more information on this property,Rochefort,5580,Rue Jacquet,Wallonie,Belgium,,FOR_SALE,APARTMENT,APARTMENT,1,66,"{'surface': None, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None}",,,,False,,,,,,,3,,False,AS_NEW,,176
10001254,-,Oupeye,4680,,Wallonie,Belgium,,FOR_SALE,HOUSE_GROUP,HOUSE_GROUP,,,,,,,False,,,,,,,,,,,,
10001255,-,Oupeye,4680,,Wallonie,Belgium,368842,FOR_SALE,HOUSE,HOUSE,3,110,,,,,False,True,26,,True,310,,4,,,AS_NEW,,
10001256,-,Oupeye,4680,,Wallonie,Belgium,,FOR_SALE,HOUSE,HOUSE,3,149,,,,,False,True,25,,True,355,,4,,,AS_NEW,,
10001257,-,Oupeye,4680,,Wallonie,Belgium,404926,FOR_SALE,HOUSE,HOUSE,2,130,,,,,False,True,24,,True,281,,4,,,AS_NEW,,
10001258,-,Oupeye,4680,,Wallonie,Belgium,402502,FOR_SALE,HOUSE,HOUSE,4,120,,,,,False,True,14,,True,513,,4,,,GOOD,,
10001259,-,Oupeye,4680,,Wallonie,Belgium,447525,FOR_SALE,HOUSE,HOUSE,2,149,,,,,False,True,26,,True,504,,4,,,AS_NEW,,
10001260,-,Oupeye,4680,,Wallonie,Belgium,,FOR_SALE,HOUSE,HOUSE,4,191,,,,,False,True,16,,True,591,,4,,,AS_NEW,,
10001261,-,Oupeye,4680,,Wallonie,Belgium,,FOR_SALE,APARTMENT_GROUP,APARTMENT_GROUP,,,,,,,False,,,,,,,,,,,,80
10001262,-,Oupeye,4680,,Wallonie,Belgium,,FOR_SALE,APARTMENT,GROUND_FLOOR,2,96,,,,,False,True,19,,True,87,,2,,,AS_NEW,,
10001263,-,Oupeye,4680,,Wallonie,Belgium,,FOR_SALE,APARTMENT,GROUND_FLOOR,2,100,,,,,False,True,14,,True,193,,2,,,AS_NEW,,
10001264,-,Oupeye,4680,,Wallonie,Belgium,255910,FOR_SALE,APARTMENT,GROUND_FLOOR,2,100,,,,,False,True,13,,True,57,,2,,,AS_NEW,,
10001265,-,Oupeye,4680,,Wallonie,Belgium,,FOR_SALE,APARTMENT,GROUND_FLOOR,1,64,,,,,False,True,17,,True,164,,2,,,,,
10001266,-,Oupeye,4680,,Wallonie,Belgium,249660,FOR_SALE,APARTMENT,APARTMENT,3,98,,,,,False,True,5,,,,,2,,,AS_NEW,,
10001267,-,Oupeye,4680,,Wallonie,Belgium,312800,FOR_SALE,APARTMENT,APARTMENT,3,100,,,,,False,True,48,,,,,2,,,AS_NEW,,
10001268,-,Oupeye,4680,,Wallonie,Belgium,258020,FOR_SALE,APARTMENT,APARTMENT,2,100,,,,,False,True,8,,,,,2,,,AS_NEW,,
10001269,-,Oupeye,4680,,Wallonie,Belgium,,FOR_SALE,APARTMENT,APARTMENT,3,132,,,,,False,True,22,,,,,2,,,AS_NEW,,
10001270,,Oupeye,4680,,Wallonie,Belgium,,FOR_SALE,APARTMENT,PENTHOUSE,4,156,,,,,False,,,,,,,2,,,AS_NEW,,
10001271,-,Oupeye,4680,,Wallonie,Belgium,,FOR_SALE,APARTMENT,PENTHOUSE,4,151,,,,,False,True,59,,,,,2,,,AS_NEW,,
10001272,-,Oupeye,4680,,Wallonie,Belgium,,FOR_SALE,APARTMENT,APARTMENT,1,65,,,,,False,,,,,,,2,,,AS_NEW,,
10001273,-,Oupeye,4680,,Wallonie,Belgium,258440,FOR_SALE,APARTMENT,APARTMENT,3,98,,,,,False,True,5,,,,,2,,,AS_NEW,,
10001274,-,Oupeye,4680,,Wallonie,Belgium,,FOR_SALE,APARTMENT,APARTMENT,3,100,,,,,False,True,5,,,,,2,,,AS_NEW,,
10001275,-,Oupeye,4680,,Wallonie,Belgium,267654,FOR_SALE,APARTMENT,APARTMENT,3,100,,,,,False,True,8,,,,,2,,,AS_NEW,,
10001276,-,Oupeye,4680,,Wallonie,Belgium,255642,FOR_SALE,APARTMENT,APARTMENT,3,100,,,,,False,True,7,,,,,2,,,AS_NEW,,
10001277,-,Oupeye,4680,,Wallonie,Belgium,277930,FOR_SALE,APARTMENT,APARTMENT,3,101,,,,,False,True,5,,,,,2,,,AS_NEW,,
10001278,-,Oupeye,4680,,Wallonie,Belgium,,FOR_SALE,APARTMENT,APARTMENT,1,64,,,,,False,,,,,,,2,,,AS_NEW,,
10001279,-,Oupeye,4680,,Wallonie,Belgium,,FOR_SALE,APARTMENT,PENTHOUSE,3,130,,,,,False,True,25,,,,,2,,,,,
10001280,-,Oupeye,4680,,Wallonie,Belgium,254500,FOR_SALE,APARTMENT,APARTMENT,3,100,,,,,False,True,5,,,,,2,,,AS_NEW,,
10001281,-,Oupeye,4680,,Wallonie,Belgium,269020,FOR_SALE,APARTMENT,APARTMENT,3,100,,,,,False,True,8,,,,,2,,,AS_NEW,,
10001282,-,Oupeye,4680,,Wallonie,Belgium,267082,FOR_SALE,APARTMENT,APARTMENT,3,100,,,,,False,True,7,,,,,2,,,AS_NEW,,
10001283,-,Oupeye,4680,,Wallonie,Belgium,276463,FOR_SALE,APARTMENT,APARTMENT,3,100,,,,,False,True,5,,,,,2,,,AS_NEW,,
10001284,-,Oupeye,4680,,Wallonie,Belgium,267426,FOR_SALE,APARTMENT,APARTMENT,3,101,,,,,False,True,5,,,,,2,,,AS_NEW,,
10001285,-,Oupeye,4680,,Wallonie,Belgium,,FOR_SALE,APARTMENT,APARTMENT,1,64,,,,,False,,,,,,,2,,,AS_NEW,,
10001286,-,Oupeye,4680,,Wallonie,Belgium,,FOR_SALE,APARTMENT,GROUND_FLOOR,1,64,,,,,False,True,15,,True,81,,2,,,AS_NEW,,
10001287,-,Oupeye,4680,,Wallonie,Belgium,,FOR_SALE,APARTMENT,GROUND_FLOOR,3,100,,,,,False,True,26,,True,177,,2,,,AS_NEW,,
10001288,-,Oupeye,4680,,Wallonie,Belgium,256786,FOR_SALE,APARTMENT,GROUND_FLOOR,2,100,,,,,False,True,13,,True,104,,2,,,AS_NEW,,
10001289,-,Oupeye,4680,,Wallonie,Belgium,255746,FOR_SALE,APARTMENT,GROUND_FLOOR,2,100,,,,,False,True,13,,True,52,,2,,,AS_NEW,,
10001290,-,Oupeye,4680,,Wallonie,Belgium,,FOR_SALE,APARTMENT,APARTMENT,3,100,,,,,False,True,5,,,,,2,,,AS_NEW,,
10001291,-,Oupeye,4680,,Wallonie,Belgium,,FOR_SALE,APARTMENT,APARTMENT,1,65,,,,,False,,,,,,,2,,,AS_NEW,,
10001292,-,Oupeye,4680,,Wallonie,Belgium,,FOR_SALE,APARTMENT,APARTMENT,3,100,,,,,False,True,48,,,,,2,,,AS_NEW,,
10001293,-,Oupeye,4680,,Wallonie,Belgium,,FOR_SALE,APARTMENT,APARTMENT,3,100,,,,,False,True,5,,,,,2,,,AS_NEW,,
10001294,-,Oupeye,4680,,Wallonie,Belgium,,FOR_SALE,APARTMENT,GROUND_FLOOR,2,95,,,,,False,True,19,,True,98,,2,,,AS_NEW,,
10001295,-,Oupeye,4680,,Wallonie,Belgium,,FOR_SALE,APARTMENT,GROUND_FLOOR,3,100,,,,,False,True,21,,True,321,,2,,,AS_NEW,,
10001359,-,Wezemaal,3111,Aarschotsesteenweg,Flanders,Belgium,125000,FOR_SALE,LAND,BUILDING_LAND,,,,,,,False,,,,,,,,,,,,
10001414,,Damme,8340,Rozendalestraat,Flanders,Belgium,,FOR_SALE,LAND,BUILDING_LAND,,,,,,,False,,,,,,,,,,,,
10001417,,Damme,8340,Rozendalestraat,Flanders,Belgium,91000,FOR_SALE,LAND,BUILDING_LAND,,,,,,,False,,,,,,,,,,,,
10001428,,Damme,8340,Rozendalestraat,Flanders,Belgium,,FOR_SALE,LAND,BUILDING_LAND,,,,,,,False,,,,,,,,,,,,
10001432,,Damme,8340,Rozendalestraat,Flanders,Belgium,,FOR_SALE,LAND,BUILDING_LAND,,,,,,,False,,,,,,,,,,,,
